0,1,10,11,2,3,4,5,7,8,9,Primary Contact City,Program Start Date,Program Title,Program Tuition Fee,Semester Description,day,level,semester,time,type,year
All Levels Ceramics with Ruth Lowenberg,9:30am-12:30pm,,,2024,,,,Thursdays,Fall,9/12-10/17,COLD SPRING HARBOR,2024-09-12,"['All Levels Ceramics with Ruth Lowenberg ', ' Thursdays 9:30am - 12:30pm ', ' Fall 2024', ' 9/12-10/17 ']",448.0,Fall 2024,Thursday,All Levels,Fall ,9:30am-12:30pm,Pottery,2024
The World of Watercolor with Ross Barbera,10am-1pm,,,2024,,,,Fri,Fall,9/13-10/18,Greenlawn,2024-09-13,"['The World of Watercolor with Ross Barbera ', ' Fri 10am-1pm ', ' Fall 2024', ' 9/13-10/18 ']",430.0,Fall 2024,Friday,,Fall ,10am-1pm,Visual Arts,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Fall,10/29-11/19,West Islip,2024-10-29,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Fall 2024', ' 10/29-11/19 ']",150.0,Fall 2024,Tuesday,Intermediate,Fall ,9am-11am,Visual Arts,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Fall,11/26-12/17,West Islip,2024-11-26,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Fall 2024', ' 11/26-12/17 ']",194.0,Fall 2024,Tuesday,Intermediate,Fall ,9am-11am,Visual Arts,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,9:30-11am,9/14,,2024,6-10,-10/19,,Saturday,Fall,Ages,,2024-09-14,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Saturday 9:30-11am ', ' Fall 2024', ' Ages 6-10 ', ' 9/14 - 10/19 ']",215.0,Fall 2024,Saturday,,Fall ,9:30-11am,EVERYTHING,2024
Beyond Beginner 202 Ceramics with Amy Tischler,6-9pm,,,2024,-10/17,,,Thurs,Fall,9/12,West Babylon,2024-09-12,"['Beyond Beginner 202 Ceramics with Amy Tischler ', ' Thurs 6-9 pm ', ' Fall 2024', ' 9/12 - 10/17 ']",473.0,Fall 2024,Thursday,Beginner,Fall ,6-9pm,Pottery,2024
Wheel Throwing for Teens with Ruth Lowenberg,3:30pm-5:00pm,,,2024,,,,Thursdays,Fall,10/24-12/12,Huntington,2024-10-24,"['Wheel Throwing for Teens with Ruth Lowenberg ', ' Thursdays 3:30pm-5:00pm ', ' Fall 2024', ' 10/24-12/12 ']",263.0,Fall 2024,Thursday,,Fall ,3:30pm-5:00pm,Pottery,2024
Fundamentals of Drawing with Liz Fusco,11:30am-1:30pm,,,2024,,,,Tuesdays,Fall,11/26-12/17,Wantagh,2024-11-26,"['Fundamentals of Drawing with Liz Fusco ', ' Tuesdays 11:30am-1:30pm ', ' Fall 2024', ' 11/26-12/17 ']",194.0,Fall 2024,Tuesday,,Fall ,11:30am-1:30pm,Visual Arts,2024
Intermediate Wheel Throwing with Jesus Antoshka,9:30am-12:30pm,,,2024,,,,Saturdays,Fall,9/14-10/19,Holbrook,2024-09-14,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Saturdays 9:30am-12:30pm  ', ' Fall 2024', ' 9/14-10/19 ']",448.0,Fall 2024,Saturday,Intermediate,Fall ,9:30am-12:30pm,Pottery,2024
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2024,,,,Tues,Fall,9/10-10/15,Sayville,2024-09-10,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,Beginner,Fall ,6:30-8:30pm,Visual Arts,2024
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2024,,,,Tues,Fall,9/10-10/15,Old Bethpage,2024-09-10,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,Beginner,Fall ,6:30-8:30pm,Visual Arts,2024
Handbuilding - Plan to Technique with Laura Peters,1-4pm,,,2024,,,,Wed,Fall,9/11-10/16,Muttontown,2024-09-11,"['Handbuilding - Plan to Technique with Laura Peters ', ' Wed 1-4pm ', ' Fall 2024', ' 9/11-10/16']",448.0,Fall 2024,Wednesday,,Fall ,1-4pm,Sculpture,2024
Color Theory Workshop with Liz Fusco,10am-2pm,,,2024,,,,Saturday,Fall,11/9,West Islip,2024-11-09,"['Color Theory Workshop with Liz Fusco ', ' Saturday 10am-2pm ', ' Fall 2024', ' 11/9 ']",60.0,Fall 2024,Saturday,,Fall ,10am-2pm,Visual Arts,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Fall,10/22-11/19,FLORAL PARK,2024-10-22,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Fall 2024', ' 10/22-11/19 ']",194.0,Fall 2024,Tuesday,,Fall ,1:30-3:30pm,Visual Arts,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Fall,9/12-10-17,Plainview,2024-09-12,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Fall 2024', ' 9/12-10-17 ']",430.0,Fall 2024,Thursday,,Fall ,Thursdays 2-5pm,Visual Arts,2024
Introduction to Blacksmith Jewelry with Nicholas Colombo,6-9pm,,,2024,,,,Thursdays,Fall,9/12-9/26,West Babylon,2024-09-12,"['Introduction to Blacksmith Jewelry with Nicholas Colombo ', ' Thursdays 6-9pm ', ' Fall 2024', ' 9/12-9/26 ']",440.0,Fall 2024,Thursday,,Fall ,6-9pm,Jewelry,2024
Open Studio w/Model - Short Pose,6pm-9pm,9/11-10/16,,Gottlieb,2024,,,Weds,Linda,Fall,Huntington Station,2024-09-11,"['Open Studio w/Model - Short Pose ', ' Weds 6pm-9pm ', ' Linda Gottlieb ', ' Fall 2024', ' 9/11-10/16 ']",175.0,Fall 2024,Wednesday,,Fall ,6pm-9pm,Visual Arts,2024
Wax Carving Intensive with Jen Salta,6-9pm,,,2024,-10/16,,,Wednesday,Fall,9/11,Bethpage,2024-09-11,"['Wax Carving Intensive with Jen Salta', ' Wednesday 6-9 pm ', ' Fall 2024', ' 9/11 - 10/16 ']",465.0,Fall 2024,Wednesday,,Fall ,6-9pm,Wax,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Fall,9/12-10-17,Oyster Bay,2024-09-12,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Fall 2024', ' 9/12-10-17 ']",430.0,Fall 2024,Thursday,,Fall ,Thursdays 2-5pm,Visual Arts,2024
Beginners 101 Ceramics with Amy Tischler,6-9pm,,,2024,-10/15,,,Tues,Fall,9/10,Northport,2024-09-10,"['Beginners 101 Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Fall 2024', ' 9/10 - 10/15 ']",448.0,Fall 2024,Tuesday,Beginner,Fall ,6-9pm,Pottery,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,11/2-11/23,Hauppauge,2024-11-02,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 11/2-11/23 ']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
Teen Anime and Manga Illustration with Zach Schrage,1:00-3:00pm,9/14-10/19,,2024,13-18,,,Sat,Fall,Ages,Islip,2024-09-14,"['Teen Anime and Manga Illustration with Zach Schrage ', ' Sat 1:00-3:00pm ', ' Fall 2024', ' Ages 13-18 ', ' 9/14-10/19 ']",280.0,Fall 2024,Saturday,,Fall ,1:00-3:00pm,Visual Arts,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,DIX HILLS,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,Merrick,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,Dix Hills,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,Roslyn,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,Plainview,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Fall,10/24-11/21,Plainview,2024-10-24,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Fall 2024', ' 10/24-11/21 ']",345.0,Fall 2024,Thursday,,Fall ,Thursdays 2-5pm,Visual Arts,2024
Atelier Drawing and Painting with Bill Graf,10am-1pm,,,2024,,,,Saturdays,Fall,9/14-10/19,Dix Hills,2024-09-14,"['Atelier Drawing and Painting with Bill Graf ', ' Saturdays 10am-1pm ', ' Fall 2024', ' 9/14-10/19 ']",448.0,Fall 2024,Saturday,,Fall ,10am-1pm,Visual Arts,2024
Advanced Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesday,Fall,10/29-12/17,Huntington,2024-10-29,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Fall 2024', ' 10/29-12/17 ']",690.0,Fall 2024,Tuesday,Advanced,Fall ,1-5pm,Jewelry,2024
Intermediate Silversmithing with Marla Mencher,9:30am-12:30pm,,,2024,,,,Tues,Fall,10/29-12/17,Centerport,2024-10-29,"['Intermediate Silversmithing with Marla Mencher ', ' Tues 9:30am-12:30 pm ', ' Fall 2024', ' 10/29-12/17 ']",528.0,Fall 2024,Tuesday,Intermediate,Fall ,9:30am-12:30pm,Jewelry,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Fall,10/24-11/21,Plainview,2024-10-24,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Fall 2024', ' 10/24-11/21 ']",345.0,Fall 2024,Thursday,,Fall ,Thursdays 2-5pm,Visual Arts,2024
Intermediate Wheel Throwing with Jesus Antoshka,9:30am-12:30pm,,,2024,,,,Saturdays,Fall,9/14-10/19,Northport,2024-09-14,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Saturdays 9:30am-12:30pm  ', ' Fall 2024', ' 9/14-10/19 ']",448.0,Fall 2024,Saturday,Intermediate,Fall ,9:30am-12:30pm,Pottery,2024
Intermediate & Advanced Wheel Throwing with Jesus Antoshka,9:30am-12:30pm,,,2024,,,,Saturdays,Fall,10/26-11/16,Northport,2024-10-26,"['Intermediate & Advanced Wheel Throwing with Jesus Antoshka ', ' Saturdays 9:30am-12:30pm  ', ' Fall 2024', ' 10/26-11/16 ']",292.0,Fall 2024,Saturday,Intermediate,Fall ,9:30am-12:30pm,Pottery,2024
Intermediate & Advanced  Wheel Throwing with Jesus Antoshka,9:30am-12:30pm,,,2024,,,,Saturdays,Fall,11/23-12/21,Northport,2024-11-23,"['Intermediate & Advanced  Wheel Throwing with Jesus Antoshka ', ' Saturdays 9:30am-12:30pm  ', ' Fall 2024', ' 11/23-12/21 ']",225.0,Fall 2024,Saturday,Intermediate,Fall ,9:30am-12:30pm,Pottery,2024
Teen Anime and Manga Illustration with Zach Schrage,1:00-3:00pm,9/14-10/19,,2024,13-18,,,Sat,Fall,Ages,Melville,2024-09-14,"['Teen Anime and Manga Illustration with Zach Schrage ', ' Sat 1:00-3:00pm ', ' Fall 2024', ' Ages 13-18 ', ' 9/14-10/19 ']",280.0,Fall 2024,Saturday,,Fall ,1:00-3:00pm,Visual Arts,2024
Pastels: Beginning and Beyond with Marlene Bezich,6-9pm,,,2024,,,,Thursdays,Fall,9/12-10/17,North Babylon,2024-09-12,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Thursdays 6-9pm ', ' Fall 2024', ' 9/12-10/17 ']",327.0,Fall 2024,Thursday,,Fall ,6-9pm,Visual Arts,2024
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Fall,9/12-10/24,Deer Park,2024-09-12,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Fall 2024', ' 9/12-10/24 ']",270.0,Fall 2024,Thursday,,Fall ,6:00-9:00pm,Visual Arts,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,11/2-11/23,Deer Park,2024-11-02,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 11/2-11/23 ']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
Atelier Drawing and Painting with Bill Graf,10am-1pm,,,2024,,,,Saturdays,Fall,9/14-10/19,Halesite,2024-09-14,"['Atelier Drawing and Painting with Bill Graf ', ' Saturdays 10am-1pm ', ' Fall 2024', ' 9/14-10/19 ']",448.0,Fall 2024,Saturday,,Fall ,10am-1pm,Visual Arts,2024
Introduction to Metalsmithing with Rachel Kalina,12pm-3pm,,,2024,-9/27,,,Fridays,Fall,9/13,West Sayville,2024-09-13,"['Introduction to Metalsmithing with Rachel Kalina ', 'Fridays 12pm-3pm ', ' Fall 2024', ' 9/13 - 9/27 ']",395.0,Fall 2024,Friday,,Fall ,12pm-3pm,Jewelry,2024
Introduction to Blacksmith Jewelry with Nicholas Colombo,6-9pm,,,2024,,,,Thursdays,Fall,9/12-9/26,NORTHPORT,2024-09-12,"['Introduction to Blacksmith Jewelry with Nicholas Colombo ', ' Thursdays 6-9pm ', ' Fall 2024', ' 9/12-9/26 ']",440.0,Fall 2024,Thursday,,Fall ,6-9pm,Jewelry,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Fall,9/10-10/15,Amityville,2024-09-10,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,Intermediate,Fall ,9am-11am,Visual Arts,2024
Introduction to Acrylic Painting with Rita Broughton,10am-12pm,,,2024,,,,Fri,Fall,9/13-10/18,Merrick,2024-09-13,"['Introduction to Acrylic Painting with Rita Broughton ', ' Fri 10am-12pm', ' Fall 2024', ' 9/13-10/18']",430.0,Fall 2024,Friday,,Fall ,10am-12pm,Visual Arts,2024
Handbuilding with Mandy Henson,9:30-11:30,,,2024,,,,Tues,Fall,9/10-10/15,Dix Hills,2024-09-10,"['Handbuilding with Mandy Henson', ' Tues 9:30-11:30 ', ' Fall 2024', ' 9/10-10/15']",350.0,Fall 2024,Tuesday,,Fall ,,Sculpture,2024
Beyond Beginner 202 Ceramics with Amy Tischler,6-9pm,,,2024,-10/17,,,Thurs,Fall,9/12,,2024-09-12,"['Beyond Beginner 202 Ceramics with Amy Tischler ', ' Thurs 6-9 pm ', ' Fall 2024', ' 9/12 - 10/17 ']",473.0,Fall 2024,Thursday,Beginner,Fall ,6-9pm,Pottery,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Fall,9/10-10/15,Melville,2024-09-10,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,,Fall ,1:30-3:30pm,Visual Arts,2024
Intermediate Silversmithing with Marla Mencher,9:30am-12:30pm,,,2024,,,,Tues,Fall,10/29-12/17,Floral Park,2024-10-29,"['Intermediate Silversmithing with Marla Mencher ', ' Tues 9:30am-12:30 pm ', ' Fall 2024', ' 10/29-12/17 ']",528.0,Fall 2024,Tuesday,Intermediate,Fall ,9:30am-12:30pm,Jewelry,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,11/2-11/23,Forest Hills,2024-11-02,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 11/2-11/23 ']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,11/2-11/23,Bay Shore,2024-11-02,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 11/2-11/23 ']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
Landscape and Nature Photography with Keith Krejci,6:30-8:30pm,,,2024,,,,Wed,Fall,9/11-10/16,Centereach,2024-09-11,"['Landscape and Nature Photography with Keith Krejci ', ' Wed 6:30-8:30pm ', ' Fall 2024', ' 9/11-10/16 ']",280.0,Fall 2024,Wednesday,,Fall ,6:30-8:30pm,Visual Arts,2024
Open Studio Long Poses with Donna Harlow Moraff,1pm-4pm,,,2024,,,,Tue,Fall,9/10-10/15,West Babylon,2024-09-10,"['Open Studio Long Poses with Donna Harlow Moraff ', ' Tue 1pm-4pm ', ' Fall 2024', ' 9/10-10/15 ']",206.0,Fall 2024,Tuesday,,Fall ,1pm-4pm,Visual Arts,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Fall,10/22-11/19,Locust Valley,2024-10-22,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Fall 2024', ' 10/22-11/19 ']",194.0,Fall 2024,Tuesday,,Fall ,1:30-3:30pm,Visual Arts,2024
Wax Carving Intensive with Jen Salta,6-9pm,,,2024,-10/16,,,Wednesday,Fall,9/11,Port Jefferson,2024-09-11,"['Wax Carving Intensive with Jen Salta', ' Wednesday 6-9 pm ', ' Fall 2024', ' 9/11 - 10/16 ']",465.0,Fall 2024,Wednesday,,Fall ,6-9pm,Wax,2024
Pastels: Beginning and Beyond with Marlene Bezich,6-9pm,,,2024,,,,Thursdays,Fall,9/12-10/17,,2024-09-12,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Thursdays 6-9pm ', ' Fall 2024', ' 9/12-10/17 ']",327.0,Fall 2024,Thursday,,Fall ,6-9pm,Visual Arts,2024
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2024,,,,Tues,Fall,9/10-10/15,East Northport,2024-09-10,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,Beginner,Fall ,6:30-8:30pm,Visual Arts,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,9/21-10/19,Oceanside,2024-09-21,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 9/21-10/19']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
Tues,Cartooning&RealisticDrawingwithLoriHochberg,Ages,9/12-10/17,,2024,8-12,,Creative,5:30-7:00pm,Fall,Plainview,2024-09-10,"['Tues ', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Fall 2024', ' Ages 8-12 ', ' 9/12-10/17 ']",245.0,Fall 2024,Tuesday,,Fall ,5:30-7:00pm,Visual Arts,2024
Create Nights - Sewing 101 Moderated by Rob Stenzel,2024,,,,,,,Fall,9/25,7pm-9pm,Baldwin Harbor,2024-09-25,"['Create Nights - Sewing 101 Moderated by Rob Stenzel ', ' Fall 2024', ' 9/25 ', ' 7pm-9pm ']",0.0,Fall 2024,,,Fall ,7pm-9pm,Textile,2024
Tues,Cartooning&RealisticDrawingwithLoriHochberg,Ages,9/12-10/17,,2024,8-12,,Creative,5:30-7:00pm,Fall,Greenlawn,2024-09-10,"['Tues ', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Fall 2024', ' Ages 8-12 ', ' 9/12-10/17 ']",245.0,Fall 2024,Tuesday,,Fall ,5:30-7:00pm,Visual Arts,2024
Create Nights - Sewing 101 Moderated by Rob Stenzel,2024,,,,,,,Fall,9/25,7pm-9pm,commack,2024-09-25,"['Create Nights - Sewing 101 Moderated by Rob Stenzel ', ' Fall 2024', ' 9/25 ', ' 7pm-9pm ']",0.0,Fall 2024,,,Fall ,7pm-9pm,Textile,2024
Wheel Throwing for Teens with Ruth Lowenberg,3:30pm-5:00pm,,,2024,,,,Thursdays,Fall,9/12-10/17,Commack,2024-09-12,"['Wheel Throwing for Teens with Ruth Lowenberg ', ' Thursdays 3:30pm-5:00pm ', ' Fall 2024', ' 9/12-10/17 ']",225.0,Fall 2024,Thursday,,Fall ,3:30pm-5:00pm,Pottery,2024
Book and Brush Painting with Rachel Woelfel,11:30am-12:30pm,9/14-10/19,,2024,5-7,,,Saturdays,Fall,Ages,Dix Hills,2024-09-14,"['Book and Brush Painting with Rachel Woelfel ', ' Saturdays 11:30am-12:30pm ', ' Fall 2024', ' Ages 5-7 ', ' 9/14-10/19 ']",155.0,Fall 2024,Saturday,,Fall ,11:30am-12:30pm,Visual Arts,2024
Open Studio w/Model - Short Pose,10:30am-1:30pm,9/12-10/17,,Gottlieb,2024,,,Thurs,Linda,Fall,Oakdale,2024-09-12,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Linda Gottlieb ', ' Fall 2024', ' 9/12-10/17 ']",175.0,Fall 2024,Thursday,,Fall ,10:30am-1:30pm,Visual Arts,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Fall,9/10-10/15,Seaford,2024-09-10,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,Intermediate,Fall ,9am-11am,Visual Arts,2024
Beginners 101 Ceramics with Amy Tischler,6-9pm,,,2024,-10/15,,,Tues,Fall,9/10,Huntington,2024-09-10,"['Beginners 101 Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Fall 2024', ' 9/10 - 10/15 ']",448.0,Fall 2024,Tuesday,Beginner,Fall ,6-9pm,Pottery,2024
Atelier Drawing and Painting with Bill Graf,10am-1pm,,,2024,,,,Saturdays,Fall,9/14-10/19,Miller place,2024-09-14,"['Atelier Drawing and Painting with Bill Graf ', ' Saturdays 10am-1pm ', ' Fall 2024', ' 9/14-10/19 ']",448.0,Fall 2024,Saturday,,Fall ,10am-1pm,Visual Arts,2024
The World of Watercolor with Ross Barbera,10am-1pm,,,2024,,,,Fri,Fall,9/13-10/18,Huntington,2024-09-13,"['The World of Watercolor with Ross Barbera ', ' Fri 10am-1pm ', ' Fall 2024', ' 9/13-10/18 ']",430.0,Fall 2024,Friday,,Fall ,10am-1pm,Visual Arts,2024
Create Nights - Sewing 101 Moderated by Rob Stenzel,2024,,,,,,,Fall,9/25,7pm-9pm,Long Beach,2024-09-25,"['Create Nights - Sewing 101 Moderated by Rob Stenzel ', ' Fall 2024', ' 9/25 ', ' 7pm-9pm ']",0.0,Fall 2024,,,Fall ,7pm-9pm,Textile,2024
Intermediate Wheel Throwing with Jesus Antoshka,10am-1pm,,,2024,,,,Fridays,Fall,9/13-10/18,Huntington,2024-09-13,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Fridays 10am-1pm ', ' Fall 2024', ' 9/13-10/18 ']",498.0,Fall 2024,Friday,Intermediate,Fall ,10am-1pm,Pottery,2024
Open Studio w/Model - Short Pose,10:30am-1:30pm,9/12-10/17,,Gottlieb,2024,,,Thurs,Linda,Fall,Old Bethpage,2024-09-12,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Linda Gottlieb ', ' Fall 2024', ' 9/12-10/17 ']",175.0,Fall 2024,Thursday,,Fall ,10:30am-1:30pm,Visual Arts,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Fall,9/10-10/15,Dix Hills,2024-09-10,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Fall 2024', ' 9/10-10/15 ']",280.0,Fall 2024,Tuesday,,Fall ,1:30-3:30pm,Visual Arts,2024
The Painter's Path with David Peikon,1:30-4:30pm,,,2024,,,,Thursdays,Fall,9/12-10/17,South Huntington,2024-09-12,"[""The Painter's Path with David Peikon "", ' Thursdays 1:30-4:30pm ', ' Fall 2024', ' 9/12-10/17 ']",430.0,Fall 2024,Thursday,,Fall ,1:30-4:30pm,Visual Arts,2024
All Levels Silversmithing with Marla Mencher,9:30am-1:30pm,,,2024,,,,Saturdays,Fall,11/2-11/23,Huntington Station,2024-11-02,"['All Levels Silversmithing with Marla Mencher ', ' Saturdays 9:30am-1:30pm ', ' Fall 2024', ' 11/2-11/23 ']",395.0,Fall 2024,Saturday,All Levels,Fall ,9:30am-1:30pm,Jewelry,2024
Intermediate Silversmithing with Marla Mencher,9:30am-12:30pm,,,2024,,,,Tues,Fall,10/29-12/17,Mount Sinai,2024-10-29,"['Intermediate Silversmithing with Marla Mencher ', ' Tues 9:30am-12:30 pm ', ' Fall 2024', ' 10/29-12/17 ']",528.0,Fall 2024,Tuesday,Intermediate,Fall ,9:30am-12:30pm,Jewelry,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Fall,10/22-11/19,Mount Sinai,2024-10-22,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Fall 2024', ' 10/22-11/19 ']",194.0,Fall 2024,Tuesday,,Fall ,1:30-3:30pm,Visual Arts,2024
Handbuilding - Plan to Technique with Laura Peters,1-4pm,,,2024,,,,Wed,Fall,9/11-10/16,Long Beach,2024-09-11,"['Handbuilding - Plan to Technique with Laura Peters ', ' Wed 1-4pm ', ' Fall 2024', ' 9/11-10/16']",448.0,Fall 2024,Wednesday,,Fall ,1-4pm,Sculpture,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,9:30-11am,9/14,,2024,6-10,-10/19,,Saturday,Fall,Ages,Northport,2024-09-14,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Saturday 9:30-11am ', ' Fall 2024', ' Ages 6-10 ', ' 9/14 - 10/19 ']",215.0,Fall 2024,Saturday,,Fall ,9:30-11am,EVERYTHING,2024
Open Studio w/Model - Short Pose,6pm-9pm,9/11-10/16,,Gottlieb,2024,,,Weds,Linda,Fall,Kings Park,2024-09-11,"['Open Studio w/Model - Short Pose ', ' Weds 6pm-9pm ', ' Linda Gottlieb ', ' Fall 2024', ' 9/11-10/16 ']",175.0,Fall 2024,Wednesday,,Fall ,6pm-9pm,Visual Arts,2024
